timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,2063,460,1060,408
2,73993,13132,51176,12789
3,76878,12761,50752,12546
4,75685,12698,49886,12419
5,73164,12970,49810,11985
6,74039,13834,50359,12350
7,76040,13444,51042,12256
8,74794,12907,49866,12783
9,74989,12768,48155,13900
10,74623,13153,48262,13172
11,75719,13354,49020,13581
12,75031,14258,50338,13795
13,74878,13703,49244,13241
14,74421,13892,49988,12674
15,74574,13700,50328,12610
16,73022,14472,49915,13962
17,74905,13985,50385,13450
18,70112,12856,44249,12075
19,65531,11613,42422,10184
20,63395,11430,41768,10879
21,29121,5352,0,0
22,26,0,0,0
23,26,0,0,0
24,27,0,0,0
25,28,0,0,0
26,26,0,0,0
27,26,0,0,0
28,26,0,0,0
29,27,0,0,0
30,28,0,0,0
