timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,317,384,484,641,198,1087,324,49
2,382,543,858,1436,221,3171,409,126
3,415,574,818,1144,228,2085,437,112
4,397,544,769,1163,229,1652,419,103
5,520,710,986,1604,246,4067,541,156
6,420,603,862,1278,234,2027,447,124
7,514,932,1159,1615,236,5047,572,219
8,501,711,968,1257,244,1563,524,143
9,406,566,794,1291,221,4115,429,123
10,509,687,946,1306,257,1952,529,129
11,344,592,867,1251,212,5691,398,157
12,313,377,476,613,195,1063,320,47
13,312,374,467,609,197,1248,318,47
14,312,376,470,625,198,1236,319,49
15,312,375,461,576,195,1077,319,45
16,313,376,466,586,209,1023,319,46
17,313,375,467,580,209,973,320,45
18,313,375,460,570,204,884,319,44
19,313,375,462,583,190,832,319,44
20,312,373,463,588,209,1114,318,46
21,312,375,464,585,213,916,319,44
22,312,373,457,589,207,941,318,44
23,314,375,468,576,190,911,320,45
24,313,376,461,546,206,804,319,44
25,312,374,463,596,203,1130,319,45
26,314,379,482,701,214,1082,322,49
27,314,375,467,579,207,1372,320,46
28,313,376,480,715,213,975,320,50
29,313,375,461,570,211,837,320,44
30,313,373,462,556,213,924,319,44
