timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,15814,8292703460,15814.0,7908.538,0.015814
2,15904,8339898560,15904.0,7953.547,0.015904
3,15688,8226630320,15688.0,7845.526,0.015688
4,15317,8032081630,15317.0,7659.990,0.015317
5,14296,7496679440,14296.0,7149.391,0.014296
6,13471,7064057690,13471.0,6736.810,0.013471
7,12707,6663423730,12707.0,6354.736,0.012707
8,12117,6354033630,12117.0,6059.679,0.012117
9,12658,6637728620,12658.0,6330.231,0.012658
10,15552,8155313280,15552.0,7777.513,0.015552
11,13041,6838569990,13041.0,6521.769,0.013041
12,11500,6030485000,11500.0,5751.119,0.011500
13,13450,7053045500,13450.0,6726.308,0.013450
14,13128,6884191920,13128.0,6565.277,0.013128
15,12934,6782460260,12934.0,6468.258,0.012934
16,9859,5169961010,9859.0,4930.459,0.009859
17,15495,8125423050,15495.0,7749.007,0.015495
18,13381,7016862590,13381.0,6691.802,0.013381
19,11059,5799229010,11059.0,5530.576,0.011059
20,12956,6793996840,12956.0,6479.260,0.012956
21,11853,6215594670,11853.0,5927.653,0.011853
22,12781,6702228590,12781.0,6391.743,0.012781
23,13489,7073496710,13489.0,6745.812,0.013489
24,12665,6641399350,12665.0,6333.732,0.012665
25,10440,5474631600,10440.0,5221.016,0.010440
26,13842,7258606380,13842.0,6922.346,0.013842
27,15538,8147971820,15538.0,7770.511,0.015538
28,13175,6908838250,13175.0,6588.782,0.013175
29,13702,7185716170,13702.0,6852.833,0.013702
30,11761,6166826400,11761.0,5881.144,0.011761
