timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,608,9,846,7
2,27841,154,45576,263
3,27899,164,45412,260
4,27756,155,45319,268
5,27812,157,45330,250
6,28072,169,45851,252
7,27920,175,45789,288
8,27795,159,46204,231
9,28062,159,45887,220
10,27941,200,45970,256
11,28047,153,46064,251
12,27782,188,45511,236
13,27685,164,45793,272
14,27947,158,46167,280
15,27920,145,46104,255
16,28001,176,45727,240
17,27955,152,45466,244
18,27996,146,45805,210
19,27955,133,45756,220
20,27770,148,45176,240
21,27891,187,45622,283
22,27981,154,46079,257
23,27732,171,45396,219
24,19989,62,0,0
25,15192,4,0,0
26,15210,1,0,0
27,15184,4,0,0
28,15201,1,0,0
29,15200,4,0,0
30,15181,2,0,0
