syscall_name,count,errors,total_time_us,avg_time_us,pct_time
accept4,124726,0,1441502,11,0.32
futex,2406,0,219697872,91312,49.31
restart_syscall,6,0,4197526,699587,0.94
newfstatat,2,0,40,20,0.00
