timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,96837,406328052,96837.0,387.505,0.096837
2,97780,410284880,97780.0,391.278,0.097780
3,97012,407062352,97012.0,388.205,0.097012
4,81664,342662144,81664.0,326.788,0.081664
5,76810,322294760,76810.0,307.364,0.076810
6,77489,325143844,77489.0,310.081,0.077489
7,66013,276990548,66013.0,264.159,0.066013
8,68106,285772776,68106.0,272.534,0.068106
9,70987,297861452,70987.0,284.063,0.070987
10,72216,303018336,72216.0,288.981,0.072216
11,73766,309522136,73766.0,295.183,0.073766
12,46901,196796596,46901.0,187.680,0.046901
13,6385,26791460,6385.0,25.550,0.006385
14,6409,26892164,6409.0,25.646,0.006409
15,6321,26522916,6321.0,25.294,0.006321
16,6527,27387292,6527.0,26.119,0.006527
17,6503,27286588,6503.0,26.023,0.006503
18,6196,25998416,6196.0,24.794,0.006196
19,6511,27320156,6511.0,26.055,0.006511
20,6345,26623620,6345.0,25.390,0.006345
21,6307,26464172,6307.0,25.238,0.006307
22,6438,27013848,6438.0,25.762,0.006438
23,6343,26615228,6343.0,25.382,0.006343
24,6408,26887968,6408.0,25.642,0.006408
25,6370,26728520,6370.0,25.490,0.006370
26,6283,26363468,6283.0,25.142,0.006283
27,6413,26908948,6413.0,25.662,0.006413
28,6216,26082336,6216.0,24.874,0.006216
29,6411,26900556,6411.0,25.654,0.006411
30,5363,22503148,5363.0,21.461,0.005363
