timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,94015,192511,278015,318975,79,325375,102373,65663
2,96575,208127,294143,333055,78,341503,106898,71519
3,96767,201727,260095,270847,74,273151,103322,64359
4,115583,231551,348415,375295,75,378879,122729,76893
5,112959,262911,394495,422143,102,426495,128706,90281
6,121535,247551,371711,389375,107,391679,128289,85436
7,145663,270335,354047,365823,87,366847,145026,88926
8,136447,274175,409599,436991,89,439551,149841,94924
9,129791,273407,339455,353791,82,357887,143276,89867
10,124415,279039,353023,367615,90,372735,143607,91473
11,113151,262911,401663,417279,82,419839,135373,93794
12,127871,254335,458239,518399,82,525823,142017,92851
13,635903,650751,662527,1470463,525824,1474559,635788,50931
14,641023,650239,651775,2287615,633344,2471935,650565,105176
15,637951,662015,666111,3336191,621056,3389439,655169,161708
16,632831,666111,840703,3692543,626176,4378623,649206,160151
17,632319,636927,637951,4960255,622080,5009407,648425,237047
18,644095,676863,678399,3395583,627200,6082559,667778,202881
19,633855,668671,676863,3747839,625152,5021695,652114,186771
20,634879,647167,648703,3508223,627712,5025791,653334,192972
21,653823,660991,663551,3336191,645632,6074367,670137,208897
22,632831,651263,829439,3737599,624640,4395007,645945,155165
23,649215,653823,654847,3721215,642048,5779455,662792,186251
24,642047,646655,649215,3145727,627200,4358143,652798,173812
25,642047,651263,653311,3723263,630784,4395007,657265,201577
26,648703,655359,1524735,3540991,635904,5754879,665894,206423
27,646655,662527,664063,4739071,636416,6062079,667799,236135
28,650751,660479,850431,3708927,637440,5783551,665599,198565
29,643071,658943,660479,4739071,635392,6029311,661714,212978
30,647679,785407,799743,3540991,637952,6012927,702038,190363
