timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,759,1547,1020415,1059839,180,2086911,15021,119688
2,857,1276,1016831,1227775,214,1269759,16198,124111
3,873,1267,1016319,1429503,218,2057215,15959,127720
4,913,1460,1022975,1839103,167,2091007,18372,138659
5,940,1467,1019391,1047039,126,2051071,18139,130734
6,947,1501,1020415,1027071,166,1215487,17411,127212
7,984,1518,1019391,1051647,181,2080767,17431,129995
8,957,1388,1018367,1231871,268,2086911,18527,138346
9,728,1037,1008127,1026047,211,2084863,12905,110972
10,731,1067,1013759,1025535,218,1270783,12644,108609
11,713,930,1009663,1054719,156,2087935,13740,119162
12,725,1057,1013759,1025535,164,2086911,12285,106945
13,728,1030,1009663,1038335,175,2047999,13139,111155
14,715,901,1011199,1055743,158,2050047,13063,110979
15,717,940,1018879,1025023,203,1228799,12663,108623
16,720,984,1017343,1026559,226,1227775,13138,110856
17,712,945,1012223,1025535,193,1263615,11946,105747
18,724,1024,1015807,1025535,155,2051071,13194,111548
19,715,938,1011199,1027583,142,1232895,13270,111896
20,716,990,1009663,1025535,154,2047999,12050,106148
21,725,1051,1015807,1053695,160,2082815,13461,114593
22,733,1174,1013247,1026559,180,2041855,13080,110346
23,711,1009,1007615,1061887,196,1067007,12057,106374
24,717,943,1013759,1026559,186,1231871,13159,111123
25,729,1035,1016831,1026559,165,2081791,12934,110254
26,719,958,1014271,1049599,251,2069503,12458,108132
27,721,1036,1014783,1026559,130,2080767,13402,113751
28,721,929,1014783,1025535,220,1225727,13254,111379
29,719,1001,1015295,1027071,162,1065983,12804,109408
30,727,1020,1011711,1026047,137,1232895,12877,109350
