timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,45695,52223,1480703,2113535,36032,2324479,95369,250039
2,64607,149375,1495039,2738175,232,2815999,137023,295153
3,92415,207743,1131519,2191359,101,2492415,119510,155990
4,113855,236287,368383,383999,104,389119,127529,83475
5,120895,248575,436735,457983,119,462079,136613,92863
6,119935,296959,415487,444415,147,447743,138558,99635
7,154495,287487,421119,452095,113,453887,160641,94105
8,140543,250239,326655,356863,116,361215,138933,82373
9,149503,246911,481023,528383,119,532991,153304,96216
10,127935,293887,404479,427263,131,430079,141425,95143
11,126463,252415,371455,399359,103,402431,137736,87556
12,122239,318207,446719,529407,106,537087,151634,97304
13,934399,939519,1141759,1352703,536576,1353727,856261,132531
14,915455,937471,2179071,2396159,897024,2398207,948759,194605
15,919039,925695,2959359,3422207,910336,3424255,968639,299841
16,936959,942079,3588095,4040703,913920,4042751,1008754,382850
17,927743,937983,4685823,5316607,920064,5316607,1043236,523484
18,933375,944639,3198975,6356991,912896,6356991,1039152,479794
19,918527,935935,3168255,4018175,902656,4087807,1017973,395040
20,924671,927743,3221503,5279743,913920,5283839,1040647,466738
21,922111,1138687,3379199,4755455,908800,5824511,1105991,492103
22,1159167,1216511,3651583,4304895,1011200,4321279,1259764,472964
23,1038847,1051647,3928063,5431295,1016320,5439487,1191505,566189
24,1047039,2105343,3547135,6418431,1035264,6467583,1301113,596923
25,1433599,1637375,4337663,4464639,1323008,6778879,1628210,635560
26,1161215,1508351,4878335,5517311,1058816,6291455,1360389,637523
27,991743,1360895,3880959,6066175,913920,6123519,1162353,622212
28,1090559,1389567,3969023,4718591,1005056,6434815,1283824,618225
29,1151999,1364991,4870143,5509119,1124352,6541311,1360967,700007
30,1135615,1405951,3803135,5734399,1110016,6758399,1305549,536247
