timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,514448,7545444,0,102124
2,514448,7545444,0,102128
3,514448,7545444,0,102128
4,514448,7545444,0,102136
5,514448,7545444,0,102144
6,514448,7545444,0,102160
7,514448,7545444,0,102164
8,514448,7545444,0,102172
9,514448,7545444,0,102172
10,514448,7545444,0,102208
11,514448,7545444,0,102220
12,514448,7545444,0,102220
13,514448,7545444,0,102220
14,514464,7545444,0,102232
15,514464,7545444,0,102236
16,514464,7545444,0,102248
17,514464,7545444,0,102248
18,514464,7545444,0,102248
19,514464,7545444,0,102252
20,514464,7545444,0,102252
21,514464,7545444,0,0
22,514464,7545444,0,0
23,514464,7545444,0,0
24,514464,7545444,0,0
25,514464,7545444,0,0
26,514464,7545444,0,0
27,514464,7545444,0,0
28,514464,7545444,0,0
29,514464,7545444,0,0
30,514464,7545444,0,0
