syscall_name,count,errors,total_time_us,avg_time_us,pct_time
accept,83118,0,463795,5,0.11
shutdown,83114,0,2232818,26,0.55
futex,41680,0,207642734,4981,50.72
restart_syscall,7,0,833775,119110,0.20
