timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,96747,405950412,96747.0,387.144,0.096747
2,90752,380795392,90752.0,363.155,0.090752
3,93407,391935772,93407.0,373.779,0.093407
4,77203,323943788,77203.0,308.937,0.077203
5,74034,310646664,74034.0,296.256,0.074034
6,73498,308397608,73498.0,294.111,0.073498
7,61856,259547776,61856.0,247.524,0.061856
8,68065,285600740,68065.0,272.370,0.068065
9,67810,284530760,67810.0,271.350,0.067810
10,73137,306882852,73137.0,292.666,0.073137
11,70045,293908820,70045.0,280.293,0.070045
12,44379,186214284,44379.0,177.588,0.044379
13,4379,18374284,4379.0,17.523,0.004379
14,4472,18764512,4472.0,17.895,0.004472
15,4480,18798080,4480.0,17.927,0.004480
16,4368,18328128,4368.0,17.479,0.004368
17,4448,18663808,4448.0,17.799,0.004448
18,4368,18328128,4368.0,17.479,0.004368
19,4496,18865216,4496.0,17.991,0.004496
20,4432,18596672,4432.0,17.735,0.004432
21,3424,14367104,3424.0,13.702,0.003424
22,4041,16956036,4041.0,16.171,0.004041
23,3920,16448320,3920.0,15.686,0.003920
24,2861,12004756,2861.0,11.449,0.002861
25,3282,13771272,3282.0,13.133,0.003282
26,3868,16230128,3868.0,15.478,0.003868
27,4049,16989604,4049.0,16.203,0.004049
28,3519,14765724,3519.0,14.082,0.003519
29,3673,15411908,3673.0,14.698,0.003673
30,3272,13729312,3272.0,13.093,0.003272
