timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,64824,10501488,64824.0,10.015,0.064824
2,61301,9930762,61301.0,9.471,0.061301
3,52576,8517312,52576.0,8.123,0.052576
4,49180,7967160,49180.0,7.598,0.049180
5,52647,8528814,52647.0,8.134,0.052647
6,58162,9422244,58162.0,8.986,0.058162
7,56698,9185076,56698.0,8.760,0.056698
8,61275,9926550,61275.0,9.467,0.061275
9,64127,10388574,64127.0,9.907,0.064127
10,61475,9958950,61475.0,9.498,0.061475
11,63014,10208268,63014.0,9.735,0.063014
12,16365,2650968,16365.0,2.528,0.016365
13,0,0,0.0,0.000,0.000000
14,0,0,0.0,0.000,0.000000
15,0,0,0.0,0.000,0.000000
16,0,0,0.0,0.000,0.000000
17,0,0,0.0,0.000,0.000000
18,0,0,0.0,0.000,0.000000
19,0,0,0.0,0.000,0.000000
20,0,0,0.0,0.000,0.000000
21,0,0,0.0,0.000,0.000000
22,0,0,0.0,0.000,0.000000
23,0,0,0.0,0.000,0.000000
24,0,0,0.0,0.000,0.000000
25,0,0,0.0,0.000,0.000000
26,0,0,0.0,0.000,0.000000
27,0,0,0.0,0.000,0.000000
28,0,0,0.0,0.000,0.000000
29,0,0,0.0,0.000,0.000000
30,0,0,0.0,0.000,0.000000
