timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,150,194,250,318,88,835,156,30
2,174,258,387,691,93,1234,188,59
3,185,266,391,720,88,1315,197,60
4,198,292,439,809,90,3491,212,79
5,192,304,457,1152,89,4943,212,103
6,190,273,391,654,95,1130,202,59
7,195,293,434,705,93,3463,211,82
8,149,190,247,319,80,990,154,30
9,148,188,241,302,85,722,153,27
10,149,188,243,309,86,660,153,27
11,149,189,245,315,86,752,154,28
12,149,188,244,334,90,1048,154,29
13,148,186,241,293,86,594,153,26
14,149,197,275,319,87,671,157,32
15,149,188,242,308,86,984,154,28
16,148,187,240,300,87,1019,153,28
17,149,188,240,293,86,652,153,26
18,150,188,240,308,86,977,154,29
19,148,187,243,329,87,578,153,27
20,148,187,242,297,88,519,153,26
21,148,186,237,295,89,1096,153,28
22,149,188,243,312,90,598,153,27
23,149,187,238,288,84,560,153,26
24,149,187,241,294,88,564,153,26
25,149,193,269,315,89,1026,155,32
26,149,188,241,309,87,603,154,27
27,148,186,238,299,85,620,153,26
28,149,187,238,307,89,944,153,27
29,149,187,240,301,86,589,153,26
30,148,185,238,300,89,631,152,26
