timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,539720,7545444,0,622388
2,539720,7545444,0,622388
3,539720,7545444,0,622388
4,539720,7545444,0,622388
5,539720,7545444,0,622388
6,539720,7545444,0,622396
7,539720,7545444,0,622396
8,539720,7545444,0,622396
9,539732,7545444,0,622396
10,539732,7545444,0,622396
11,539732,7545444,0,622396
12,539732,7545444,0,622396
13,539732,7545444,0,622396
14,539732,7545444,0,622412
15,539732,7545444,0,622412
16,539732,7545444,0,622412
17,539732,7545444,0,622628
18,539736,7545444,0,622632
19,539736,7545444,0,622632
20,539736,7545444,0,622632
21,539736,7545444,0,622632
22,539736,7545444,0,0
23,539736,7545444,0,0
24,539736,7545444,0,0
25,539736,7545444,0,0
26,539736,7545444,0,0
27,539736,7545444,0,0
28,539736,7545444,0,0
29,539736,7545444,0,0
30,539736,7545444,0,0
