timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,105785,443873860,105785.0,423.311,0.105785
2,108461,455102356,108461.0,434.019,0.108461
3,106786,448074056,106786.0,427.317,0.106786
4,90634,380300264,90634.0,362.683,0.090634
5,86220,361779120,86220.0,345.019,0.086220
6,87515,367212940,87515.0,350.202,0.087515
7,77314,324409544,77314.0,309.381,0.077314
8,75769,317926724,75769.0,303.199,0.075769
9,82544,346354624,82544.0,330.310,0.082544
10,81759,343060764,81759.0,327.168,0.081759
11,83678,351112888,83678.0,334.847,0.083678
12,4621,19389716,4621.0,18.491,0.004621
13,4595,19280620,4595.0,18.387,0.004595
14,4544,19066624,4544.0,18.183,0.004544
15,4656,19536576,4656.0,18.632,0.004656
16,4640,19469440,4640.0,18.568,0.004640
17,4673,19607908,4673.0,18.700,0.004673
18,4674,19612104,4674.0,18.704,0.004674
19,4685,19658260,4685.0,18.748,0.004685
20,4656,19536576,4656.0,18.632,0.004656
21,4630,19427480,4630.0,18.527,0.004630
22,4627,19414892,4627.0,18.515,0.004627
23,4585,19238660,4585.0,18.347,0.004585
24,4659,19549164,4659.0,18.644,0.004659
25,4651,19515596,4651.0,18.612,0.004651
26,4724,19821904,4724.0,18.904,0.004724
27,4647,19498812,4647.0,18.596,0.004647
28,4696,19704416,4696.0,18.792,0.004696
29,4564,19150544,4564.0,18.263,0.004564
30,4393,18433028,4393.0,17.579,0.004393
