syscall_name,count,errors,total_time_us,avg_time_us,pct_time
shutdown,88049,0,2163777,24,0.49
accept,88026,0,403008,4,0.09
futex,45546,0,250860323,5507,56.60
restart_syscall,6,0,1276502,212750,0.29
