timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,525100,7545444,0,101564
2,525100,7545444,0,101564
3,525100,7545444,0,101568
4,525100,7545444,0,101572
5,525100,7545444,0,101572
6,525100,7545444,0,101584
7,525100,7545444,0,101600
8,525100,7545444,0,101604
9,525100,7545444,0,101604
10,525100,7545444,0,101636
11,525100,7545444,0,101648
12,525100,7545444,0,101656
13,525100,7545444,0,101660
14,525100,7545444,0,101660
15,525100,7545444,0,101676
16,525100,7545444,0,101680
17,525100,7545444,0,101688
18,525100,7545444,0,101688
19,525100,7545444,0,101692
20,525100,7545444,0,101692
21,525100,7545444,0,0
22,525100,7545444,0,0
23,525100,7545444,0,0
24,525100,7545444,0,0
25,525100,7545444,0,0
26,525100,7545444,0,0
27,525100,7545444,0,0
28,525100,7545444,0,0
29,525100,7545444,0,0
30,525100,7545444,0,0
