syscall_name,count,errors,total_time_us,avg_time_us,pct_time
accept,109817,0,552550,5,0.11
shutdown,99834,0,2261092,22,0.47
futex,45752,0,273077002,5968,56.31
restart_syscall,6,0,893894,148982,0.18
