syscall_name,count,errors,total_time_us,avg_time_us,pct_time
accept,97294,0,555669,5,0.11
shutdown,88455,0,2776511,31,0.57
futex,35468,0,256530994,7232,52.27
restart_syscall,7,0,866222,123746,0.18
