timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,510832,7290404,0,638480
2,510832,7290404,0,638480
3,510832,7290404,0,638480
4,510832,7290404,0,638480
5,510832,7290404,0,638480
6,510852,7290404,0,638744
7,510876,7290404,0,638744
8,510876,7290404,0,638744
9,510876,7290404,0,638744
10,510876,7290404,0,638744
11,510880,7290404,0,638744
12,510880,7290404,0,638744
13,510880,7290404,0,638744
14,510880,7290404,0,638808
15,510880,7290404,0,638808
16,510880,7290404,0,638808
17,510880,7290404,0,638808
18,510880,7290404,0,638808
19,510880,7290404,0,638808
20,510880,7290404,0,638808
21,510880,7290404,0,0
22,510880,7290404,0,0
23,510880,7290404,0,0
24,510880,7290404,0,0
25,510880,7290404,0,0
26,510880,7290404,0,0
27,510880,7290404,0,0
28,510880,7290404,0,0
29,510880,7290404,0,0
30,510880,7290404,0,0
