timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,1578,1825,2587,39391,1196,39487,1689,1574
2,2675,2995,3359,3771,741,4231,2541,457
3,2667,3273,3647,39359,892,39487,2751,1987
4,2641,3129,3603,4295,1076,4567,2620,434
5,2605,2935,3393,36319,1041,36383,2602,1769
6,1535,2401,2999,34015,1424,34079,1792,1428
7,2195,2309,2427,2529,1428,2557,1926,365
8,1549,2325,2523,31839,1413,31871,1824,1337
9,1543,2299,2485,33343,1394,33471,1798,1385
10,1553,2309,2539,34495,888,34591,1851,1458
11,2203,2313,2427,2717,1407,2733,1923,373
12,1593,2291,2443,33055,1258,33471,1877,1402
13,2231,2321,2515,37215,1430,37247,2231,1677
14,1522,2277,2471,36927,1393,37439,1779,1527
15,1579,2325,2485,2651,1397,2703,1815,364
16,2247,2315,2557,36767,2122,36799,2441,2521
17,711679,711679,711679,711679,711168,711679,711424,0
18,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0
