timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,72844,1190118090,72844.0,1134.985,0.072844
2,57722,943766250,57722.0,900.046,0.057722
3,59620,975681210,59620.0,930.482,0.059620
4,73521,1202514810,73521.0,1146.807,0.073521
5,74359,1218554715,74359.0,1162.104,0.074359
6,73878,1210213305,73878.0,1154.149,0.073878
7,74397,1218027195,74397.0,1161.601,0.074397
8,74624,1223549670,74624.0,1166.868,0.074624
9,74620,1222774875,74620.0,1166.129,0.074620
10,74729,1224225555,74729.0,1167.512,0.074729
11,75101,1231511925,75101.0,1174.461,0.075101
12,76048,1245425265,76048.0,1187.730,0.076048
13,75062,1230506340,75062.0,1173.502,0.075062
14,75146,1230984405,75146.0,1173.958,0.075146
15,75328,1234429770,75328.0,1177.244,0.075328
16,75637,1240001700,75637.0,1182.558,0.075637
17,75293,1233885765,75293.0,1176.725,0.075293
18,75833,1241782080,75833.0,1184.256,0.075833
19,74623,1223302395,74623.0,1166.632,0.074623
20,74789,1225066290,74789.0,1168.314,0.074789
21,73691,1207888920,73691.0,1151.933,0.073691
22,73963,1211680470,73963.0,1155.549,0.073963
23,74229,1215439050,74229.0,1159.133,0.074229
24,74533,1220450490,74533.0,1163.912,0.074533
25,73828,1209356085,73828.0,1153.332,0.073828
26,74732,1224176100,74732.0,1167.465,0.074732
27,75384,1234940805,75384.0,1177.731,0.075384
28,76779,1257261495,76779.0,1199.018,0.076779
29,44486,729856890,44486.0,696.046,0.044486
30,22152,365027355,22152.0,348.117,0.022152
