timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,103818,435620328,103818.0,415.440,0.103818
2,107890,452706440,107890.0,431.735,0.107890
3,106408,446487968,106408.0,425.804,0.106408
4,88954,373250984,88954.0,355.960,0.088954
5,83431,350076476,83431.0,333.859,0.083431
6,85801,360020996,85801.0,343.343,0.085801
7,72143,302712028,72143.0,288.689,0.072143
8,77056,323326976,77056.0,308.349,0.077056
9,80930,339582280,80930.0,323.851,0.080930
10,86386,362475656,86386.0,345.684,0.086386
11,80773,338923508,80773.0,323.223,0.080773
12,21228,89072688,21228.0,84.946,0.021228
13,6427,26967692,6427.0,25.718,0.006427
14,6474,27164904,6474.0,25.906,0.006474
15,6399,26850204,6399.0,25.606,0.006399
16,6436,27005456,6436.0,25.754,0.006436
17,6409,26892164,6409.0,25.646,0.006409
18,6393,26825028,6393.0,25.582,0.006393
19,6443,27034828,6443.0,25.782,0.006443
20,6408,26887968,6408.0,25.642,0.006408
21,6437,27009652,6437.0,25.758,0.006437
22,6470,27148120,6470.0,25.890,0.006470
23,6395,26833420,6395.0,25.590,0.006395
24,6304,26451584,6304.0,25.226,0.006304
25,6356,26669776,6356.0,25.434,0.006356
26,6454,27080984,6454.0,25.826,0.006454
27,6333,26573268,6333.0,25.342,0.006333
28,6392,26820832,6392.0,25.578,0.006392
29,6406,26879576,6406.0,25.634,0.006406
30,6474,27164904,6474.0,25.906,0.006474
