timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,9863,12199,15703,18191,74,20303,9609,2694
2,9807,12791,16559,20623,79,23871,9553,2997
3,9743,11439,14575,17487,72,18703,9413,2425
4,11615,14015,16479,18719,82,21327,11275,2812
5,12063,14495,17503,19567,90,22063,11982,2682
6,11863,14503,16463,18079,66,19343,11685,2819
7,14319,17087,19407,23391,97,27759,13909,3398
8,12607,16975,21247,31903,76,36479,12974,3728
9,12615,16007,18127,19919,84,22239,12376,3225
10,11791,13959,16687,18575,100,21919,11585,2599
11,12591,14999,18447,22255,85,24319,12365,2956
12,11991,154751,158847,159871,97,159871,43728,58573
13,154239,161279,162303,162431,152064,162559,155840,3058
14,154751,157695,158847,158975,151936,159103,154879,1900
15,155903,158847,161023,161151,152064,161151,156198,1992
16,154367,159359,161407,161663,151936,161663,155224,2474
17,155775,158079,159231,159999,151168,160127,155669,1946
18,156543,160255,162943,163071,152320,163071,156596,2402
19,155263,160127,160767,160895,152832,160895,155667,2057
20,155519,157439,157951,158207,153984,158207,155808,1039
21,155391,160511,161663,162047,150528,162047,155804,2919
22,153855,157951,159231,159359,151936,159359,154609,1974
23,155519,159615,160767,161279,152704,161279,156269,2117
24,157951,164735,167295,167679,154880,167807,158636,3125
25,157951,159487,159871,160127,154368,160127,157528,1534
26,154751,158975,159871,160127,151808,160255,155367,2286
27,156799,164479,168063,168191,151552,168319,157380,4134
28,156287,159743,161663,161791,153728,161791,156712,1812
29,156031,158335,159103,159231,154496,159359,156271,1232
30,154751,156927,157823,157823,152192,157951,154698,1485
