timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,506604,7547572,0,102960
2,506604,7547572,0,102960
3,506604,7547572,0,102960
4,506604,7547572,0,102968
5,506604,7547572,0,102968
6,506604,7547572,0,102980
7,506604,7547572,0,102996
8,506604,7547572,0,102996
9,506604,7547572,0,102996
10,506604,7547572,0,103016
11,506604,7547572,0,103024
12,506604,7547572,0,103024
13,506604,7547572,0,103028
14,506604,7547572,0,103032
15,506604,7547572,0,103032
16,506604,7547572,0,103032
17,506604,7547572,0,103052
18,506604,7547572,0,103052
19,506604,7547572,0,103064
20,506640,7547572,0,103068
21,506640,7547572,0,0
22,506640,7547572,0,0
23,506640,7547572,0,0
24,506640,7547572,0,0
25,506640,7547572,0,0
26,506640,7547572,0,0
27,506640,7547572,0,0
28,506640,7547572,0,0
29,506640,7547572,0,0
30,506640,7547572,0,0
