syscall_name,count,errors,total_time_us,avg_time_us,pct_time
read,1837680,0,101740540,55,20.82
futex,80841,0,360943468,4464,73.87
write,52506,0,4050779,77,0.83
shutdown,26256,0,1425095,54,0.29
rt_sigreturn,87,0,10174,116,0.00
restart_syscall,6,0,2245836,374306,0.46
openat,5,0,305,61,0.00
