timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1904,454,1444,476
2,57467,11086,44755,16836
3,57257,11516,45969,17153
4,56577,11615,44544,15965
5,55997,11022,44871,16467
6,57446,11309,44815,16695
7,59169,9245,48230,12723
8,57529,10888,44783,16707
9,58040,10829,45207,16544
10,57680,11201,45535,15636
11,56720,11199,44521,16097
12,58418,11524,44430,15344
13,57459,11202,43328,15382
14,58243,11401,44943,16140
15,56546,11096,43287,15560
16,56335,11455,44657,15999
17,56897,11038,44871,16603
18,56983,11196,45274,16075
19,56325,10644,43757,17128
20,16306,3286,0,0
21,25,0,0,0
22,28,0,0,0
23,27,1,0,0
24,26,0,0,0
25,26,0,0,0
26,26,0,0,0
27,28,0,0,0
28,27,0,0,0
29,26,0,0,0
30,26,0,0,0
