timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,616,17,1160,44
2,22017,1088,54229,1378
3,21885,1037,54103,1337
4,21536,999,51907,1308
5,22147,1078,54616,1436
6,26331,449,76212,697
7,26739,493,77385,640
8,26596,480,76904,554
9,26683,471,77024,620
10,26536,482,77013,660
11,26562,547,76909,647
12,26581,464,76929,626
13,26445,494,76326,683
14,26537,500,76556,653
15,26466,510,76686,676
16,26571,485,77038,639
17,26629,508,77089,698
18,26375,547,76295,632
19,26518,428,76836,603
20,26551,484,76546,646
21,26464,593,76645,711
22,23519,329,55628,498
23,15187,2,0,0
24,15217,0,0,0
25,15204,1,0,0
26,15188,1,0,0
27,15218,1,0,0
28,15221,1,0,0
29,15222,8,0,0
30,15213,6,0,0
