timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,130663,79835093,130663.0,76.137,0.130663
2,117547,71820606,117547.0,68.493,0.117547
3,126452,77262783,126452.0,73.684,0.126452
4,133912,81820232,133912.0,78.030,0.133912
5,132318,80846298,132318.0,77.101,0.132318
6,133789,81745079,133789.0,77.958,0.133789
7,133529,81586219,133529.0,77.807,0.133529
8,134137,81958318,134137.0,78.162,0.134137
9,131739,80491918,131739.0,76.763,0.131739
10,129632,79205152,129632.0,75.536,0.129632
11,129893,79364623,129893.0,75.688,0.129893
12,129760,79283360,129760.0,75.611,0.129760
13,130011,79436721,130011.0,75.757,0.130011
14,128548,78542828,128548.0,74.904,0.128548
15,115607,70635877,115607.0,67.364,0.115607
16,111071,67864381,111071.0,64.721,0.111071
17,110898,67758678,110898.0,64.620,0.110898
18,111416,68075176,111416.0,64.922,0.111416
19,111352,68036072,111352.0,64.884,0.111352
20,111462,68103282,111462.0,64.948,0.111462
21,111470,68108170,111470.0,64.953,0.111470
22,111156,67916316,111156.0,64.770,0.111156
23,111565,68166215,111565.0,65.008,0.111565
24,111790,68303690,111790.0,65.139,0.111790
25,110936,67781896,110936.0,64.642,0.110936
26,110895,67756845,110895.0,64.618,0.110895
27,111341,68029351,111341.0,64.878,0.111341
28,111314,68012854,111314.0,64.862,0.111314
29,111388,68058068,111388.0,64.905,0.111388
30,111151,67913261,111151.0,64.767,0.111151
