timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,24175,26527,30895,38783,190,41023,23562,4752
2,25951,30319,35871,39903,190,45247,25294,5922
3,26143,29311,35039,38175,223,40479,25505,5616
4,27007,29759,34399,37311,191,40255,26251,5388
5,26479,28815,31439,33471,199,39359,25792,5082
6,26287,29135,34303,47839,235,50559,25552,5636
7,27199,31375,39743,48095,206,50687,26717,6236
8,31919,37535,53247,58207,178,61695,31440,8067
9,27007,30447,36959,42943,186,45343,26282,6001
10,32191,35391,40703,45087,175,49215,29940,6877
11,27583,33471,36447,39615,195,45343,27602,6245
12,27551,29919,41727,49471,200,53727,26353,6404
13,29519,32207,39743,47007,213,49215,28319,6221
14,26127,28959,31487,34847,185,49983,25369,5282
15,26079,28911,32687,39103,167,42367,25541,5218
16,29903,32863,41375,45663,210,49887,28891,6480
17,26143,29935,34559,38527,187,42079,25588,5779
18,23583,26831,32751,38495,223,42335,23050,5098
19,23471,25919,30895,35519,195,39935,22893,4754
20,23503,26319,31551,35199,238,37407,22862,4913
21,23551,26575,33407,37759,214,39807,22805,5494
22,23455,26655,32431,36543,181,40991,23029,4981
23,23599,27199,36575,47967,180,50111,22847,6037
24,23471,26495,32479,42751,236,44831,22832,5266
25,23503,25903,31967,36767,214,39263,22825,5014
26,23503,26031,33375,38175,225,40991,22859,5074
27,23423,26271,31263,35327,187,36767,22753,4999
28,23519,26175,31967,38623,193,40735,22778,5227
29,23343,25583,31583,40991,243,44031,22727,4872
30,23519,26287,31727,35071,225,38367,22786,5305
