timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1296,157,1467,193
2,60214,2643,100267,4242
3,61002,2467,101179,3917
4,61161,2529,101400,4230
5,60484,2546,100629,4072
6,61248,2396,101682,4095
7,60745,2481,100674,4113
8,60859,2540,100528,4119
9,60758,2632,100936,4284
10,60918,2414,100358,4012
11,61278,2493,101077,3995
12,61119,2354,101033,4029
13,61040,2515,100798,4184
14,60801,2489,100222,3998
15,60796,2433,100327,3935
16,61334,2448,101835,4221
17,60638,2568,100666,4221
18,61165,2479,101121,4115
19,60876,2662,100973,4286
20,61045,2718,99383,4198
21,61066,2696,101381,4296
22,55387,2164,91019,3635
23,26,0,0,0
24,26,0,0,0
25,28,0,0,0
26,26,0,0,0
27,26,0,0,0
28,26,0,0,0
29,26,0,0,0
30,28,0,0,0
