timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,715,125,1503,273
2,27902,6979,137761,14320
3,27135,7151,139645,15189
4,27370,6862,137209,15134
5,26962,7054,137565,15180
6,29712,5835,154134,13145
7,24613,985,52093,1776
8,21064,993,29792,1467
9,20325,678,25932,1119
10,27543,113,42280,193
11,27496,122,42072,152
12,28018,132,43026,195
13,26376,86,37440,146
14,26792,84,38665,169
15,26963,91,39389,161
16,27570,117,42954,228
17,28457,83,44400,201
18,27904,127,42794,187
19,26898,113,39737,211
20,26249,85,36775,149
21,26877,106,41015,171
22,25700,88,35363,168
23,15184,6,0,0
24,15197,3,0,0
25,15211,10,0,0
26,15210,5,0,0
27,15201,3,0,0
28,15226,7,0,0
29,15192,6,0,0
30,15221,3,0,0
