timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,48,60,75,101,44,237,50,7
2,55,91,126,158,44,927,62,21
3,49,62,73,104,44,145,52,6
4,49,60,75,117,43,143,51,7
5,50,64,75,124,44,647,52,9
6,50,63,77,129,44,170,52,8
7,49,65,80,128,43,616,52,9
8,49,61,73,102,43,149,50,6
9,49,64,75,128,43,625,52,9
10,47,63,74,125,44,157,50,7
11,49,63,74,117,43,158,51,7
12,50,63,75,113,44,646,52,8
13,49,63,74,130,44,155,52,7
14,50,64,73,112,44,804,52,10
15,49,62,75,130,44,157,51,7
16,50,64,80,135,45,610,53,9
17,49,65,76,113,44,133,52,7
18,48,58,71,126,43,137,49,6
19,48,57,71,125,43,624,49,7
20,49,65,75,126,44,145,52,8
21,51,64,75,131,43,630,53,9
22,51,65,77,128,44,148,53,8
23,50,63,74,114,44,587,52,8
24,49,63,73,124,44,138,52,7
25,49,64,74,127,44,377,51,8
26,49,62,75,117,44,612,51,8
27,50,62,74,123,44,750,51,8
28,50,65,75,110,44,617,52,8
29,50,61,73,114,45,159,52,6
30,49,62,73,113,44,143,51,7
