timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,30,2,25,4
2,30,2,25,4
3,30,2,25,4
4,30,2,25,4
5,30,2,25,4
6,30,2,25,4
7,30,2,25,4
8,30,2,25,4
9,30,2,25,4
10,30,2,25,4
11,30,2,25,4
12,30,2,25,4
13,30,2,25,4
14,30,2,25,4
15,30,2,25,4
16,30,2,25,4
17,30,2,25,4
18,30,2,25,4
19,30,2,25,4
20,30,2,25,4
21,30,2,25,4
22,30,2,25,4
23,30,2,25,4
24,30,2,25,4
25,30,2,0,0
26,30,2,0,0
27,30,2,0,0
28,30,2,0,0
29,30,2,0,0
30,30,2,0,0
