timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,7727,9823,13623,1068031,1458,1069055,11323,62617
2,7259,9903,13903,1070079,1023,1073151,10390,55252
3,7251,10023,12887,1023487,1557,1060863,9796,50761
4,7599,9479,13839,1040895,1646,1058815,11282,63521
5,8039,11487,17487,1047551,1394,1053695,11278,55292
6,7435,9959,14231,1064959,2798,1075199,13080,76362
7,7867,11919,15911,1031679,1377,2086911,11134,58739
8,8615,12199,18271,1073151,1293,1093631,13493,69749
9,8063,10599,13367,1042943,1383,1074175,10679,53524
10,7099,9911,13535,1069055,1730,1071103,11537,66849
11,7907,10607,15039,1051647,1097,1074175,12415,67965
12,7771,10863,16199,1065983,2840,1072127,11136,58446
13,8863,11927,20175,1068031,2088,1071103,14920,79235
14,8695,12679,17391,1012735,2042,1050623,11260,47618
15,7079,10431,18303,1053695,1584,1056767,12152,70973
16,8495,11103,16495,1067007,1680,1070079,13196,71226
17,9591,14447,22159,1069055,1611,1072127,14988,71925
18,8639,11975,17567,1045503,2290,1067007,13100,67953
19,6771,9703,13167,1027583,1660,1030143,10628,60605
20,8855,12447,18655,1075199,1701,1078271,13317,66966
21,8759,12375,17823,1015807,1797,1076223,11620,49361
22,7939,11591,17167,1062911,2266,1064959,12800,69368
23,7775,11023,15639,1017855,2906,1050623,11959,63393
24,7371,10127,13455,1033215,1557,1069055,9891,50524
25,7747,10287,15007,1039871,1250,1070079,12863,72987
26,8791,12759,18799,1040895,1880,1062911,14552,74406
27,9495,13247,19215,1037311,1859,1062911,11012,34580
28,7787,10631,17279,1044479,1604,1058815,12129,66452
29,9287,40799,45695,1079295,1447,1086463,17532,62199
30,49503,52479,1062911,1481727,43168,1481727,60597,113698
