timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,93,111,150,177,80,246,96,11
2,118,162,194,306,87,991,125,28
3,120,163,193,333,87,3143,126,46
4,125,171,206,314,89,4103,132,67
5,113,161,193,281,83,3165,120,53
6,94,110,127,177,80,229,96,10
7,97,112,156,180,81,235,99,12
8,96,112,160,192,80,635,98,14
9,89,108,129,166,79,205,93,10
10,93,112,155,178,78,233,96,13
11,94,111,154,175,78,2151,97,24
12,89,107,153,178,77,198,93,12
13,88,105,156,193,76,638,91,13
14,91,107,124,175,77,241,93,10
15,87,105,120,160,78,190,90,9
16,92,108,154,184,77,223,95,11
17,90,110,153,174,78,641,94,14
18,86,105,154,181,77,191,90,12
19,84,104,124,171,76,190,88,11
20,91,110,155,181,77,230,94,13
21,89,106,154,185,77,707,92,13
22,90,105,154,183,77,621,93,13
23,91,104,154,184,78,233,93,11
24,88,106,153,182,77,307,91,12
25,86,107,154,179,77,407,90,13
26,91,107,152,182,77,227,94,12
27,89,105,154,177,77,666,92,13
28,91,106,125,166,79,216,93,10
29,88,103,153,172,76,214,90,11
30,93,107,156,185,77,239,94,12
