timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,2018,480,1105,505
2,63480,11401,39862,11065
3,63037,11407,40037,11407
4,63352,11753,40650,10342
5,62903,11934,40369,11081
6,64301,12489,42129,10714
7,64702,12002,41322,10634
8,64831,11973,40887,10519
9,64460,11715,41076,10757
10,65240,11853,40533,10912
11,63469,11810,39548,11500
12,64771,11995,42104,11043
13,65124,12035,41866,10702
14,65875,12016,44724,11652
15,64065,12228,40666,10944
16,65772,12459,41699,11115
17,66318,12343,46107,12146
18,63980,12083,41365,11046
19,64776,12367,40057,11387
20,23375,4303,0,0
21,26,0,0,0
22,26,0,0,0
23,27,0,0,0
24,25,0,0,0
25,28,0,0,0
26,26,0,0,0
27,25,0,0,0
28,29,0,0,0
29,25,0,0,0
30,28,0,0,0
