timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,550,669,863,2385,106,1064959,1042,21911
2,639,895,1424,2369,144,2075647,1298,25644
3,746,1006,3109,201983,136,2046975,1652,31202
4,773,1066,1443,3157,159,1062911,1540,27214
5,757,1065,1516,4775,171,1064959,1542,27156
6,718,941,1286,2371,110,1064959,1446,26421
7,707,976,1322,3263,121,1063935,1407,25114
8,598,770,1103,2753,135,1064959,1176,23788
9,582,712,921,1350,127,1060863,1068,20955
10,583,702,895,1303,145,1062911,1056,21346
11,581,703,924,1551,102,1063935,1154,23201
12,585,703,888,1270,116,1063935,1066,21681
13,584,702,887,1319,110,1063935,1088,21868
14,589,714,936,1874,121,1065983,1109,22212
15,588,709,907,1439,123,1062911,1104,22312
16,584,706,903,1326,119,1061887,1137,22891
17,586,700,864,1221,138,1063935,1049,21071
18,583,702,881,1300,147,1064959,1081,21669
19,587,707,890,1394,128,1064959,1135,23191
20,614,772,961,1366,145,1064959,1153,22622
21,687,824,1020,1699,178,1062911,1270,23461
22,684,818,1013,1550,170,1063935,1279,24353
23,690,819,1013,2469,120,1064959,1317,24415
24,693,824,1012,1598,245,1064959,1264,23377
25,682,807,999,1615,205,1063935,1304,24813
26,686,816,1016,1496,157,1049599,1260,23840
27,688,818,1011,200959,149,1063935,1278,23333
28,685,812,984,1345,176,1064959,1255,24097
29,687,822,1006,1641,138,1064959,1251,23244
30,682,815,1009,1765,165,1063935,1273,23781
