timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1768,466,1155,348
2,74044,12061,57025,21156
3,74983,12402,58571,20398
4,75126,13058,58601,21356
5,74395,12269,58347,20271
6,74182,12759,57309,20810
7,74727,12382,58034,20792
8,74204,12614,58345,21668
9,74682,12533,56992,20593
10,74798,13218,57332,21434
11,75174,12743,56827,20428
12,74080,12459,57629,21479
13,75944,13055,58505,20462
14,69834,12133,54271,20578
15,64571,11184,47623,16734
16,64065,11184,48021,15932
17,63447,11153,46749,15994
18,63749,11009,48152,16617
19,62708,11264,47091,15425
20,62272,11012,46931,16784
21,18414,3484,0,0
22,25,0,0,0
23,27,0,0,0
24,27,0,0,0
25,26,0,0,0
26,26,0,0,0
27,26,0,0,0
28,28,0,0,0
29,27,0,0,0
30,26,0,0,0
