timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1824,412,895,251
2,61479,10825,53277,15711
3,63449,10938,54791,17049
4,60924,10592,48035,15764
5,61803,10992,51076,15986
6,66630,10507,61346,18722
7,65582,10399,59649,18546
8,65643,10493,58580,17842
9,66484,10592,60899,19017
10,66903,10581,58741,17825
11,63968,10500,56356,16896
12,66511,10731,60834,18894
13,64914,10780,57063,18159
14,63796,10611,55030,18248
15,64191,10757,55361,17275
16,66613,10836,61276,18127
17,65501,10461,57151,17605
18,66053,10724,59057,18460
19,52450,8789,44715,14783
20,39,0,0,0
21,39,0,0,0
22,40,0,0,0
23,39,0,0,0
24,41,0,0,0
25,39,0,0,0
26,40,0,0,0
27,40,0,0,0
28,39,0,0,0
29,41,0,0,0
30,39,0,0,0
