timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,297,3,744,2
2,28335,129,67123,119
3,29007,70,67270,110
4,28734,106,67791,102
5,28674,105,66498,101
6,28599,112,68187,115
7,28605,113,67822,121
8,28504,113,66588,110
9,28850,101,68098,116
10,28654,75,69934,100
11,28694,129,68680,96
12,28866,166,67722,111
13,29162,109,67398,109
14,28842,106,68346,108
15,28298,104,70460,104
16,28275,108,67640,110
17,29113,109,67658,87
18,28870,93,68808,98
19,28910,105,66919,119
20,28741,102,71372,122
21,28921,95,66690,111
22,28520,124,66884,116
23,28839,84,68197,103
24,28991,89,69718,106
25,219,1,0,0
26,26,0,0,0
27,28,0,0,0
28,26,0,0,0
29,26,0,0,0
30,26,0,0,0
