timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,286,4,621,5
2,29314,105,62725,112
3,29512,90,65311,101
4,29286,95,65840,126
5,29813,79,62870,111
6,29820,91,62408,84
7,29631,112,62645,111
8,29936,113,64320,93
9,29291,130,63825,127
10,30117,116,65106,108
11,29666,105,62447,105
12,29776,90,63384,103
13,29781,99,63702,98
14,29991,108,64693,105
15,29550,83,63136,112
16,29740,73,64681,102
17,29677,102,63316,115
18,29469,105,63534,105
19,29067,96,67522,95
20,29278,92,64600,121
21,29365,120,64264,106
22,30074,127,63442,122
23,30970,123,64286,74
24,28816,153,61329,109
25,28,0,0,0
26,26,0,0,0
27,26,0,0,0
28,25,0,0,0
29,26,0,0,0
30,27,0,0,0
