timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,482892,7547572,0,610900
2,482896,7547572,0,610900
3,482896,7547572,0,610900
4,482896,7547572,0,610900
5,482904,7547572,0,610900
6,482904,7547572,0,610900
7,482908,7547572,0,610900
8,482948,7547572,0,610944
9,482948,7547572,0,610944
10,482948,7547572,0,610944
11,482948,7547572,0,611008
12,482960,7547572,0,611008
13,482960,7547572,0,611008
14,482960,7547572,0,611008
15,482960,7547572,0,611008
16,482960,7547572,0,611008
17,482964,7547572,0,611008
18,482964,7547572,0,611008
19,482964,7547572,0,611520
20,482972,7547572,0,611560
21,483036,7547572,0,611560
22,483036,7547572,0,611592
23,483044,7547572,0,611592
24,483044,7547572,0,611984
25,483044,7547572,0,0
26,483044,7547572,0,0
27,483044,7547572,0,0
28,483044,7547572,0,0
29,483044,7547572,0,0
30,483044,7547572,0,0
