timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1807,618,1031,345
2,60420,11604,39542,10348
3,60837,11889,38802,11960
4,60959,11716,40136,11233
5,60429,12463,39528,11698
6,61905,12183,41473,11265
7,61397,12075,40333,10812
8,60725,12324,39808,10932
9,62290,12045,40258,11557
10,62263,12299,39710,11309
11,60734,11807,38793,11479
12,62187,11685,39372,11390
13,62858,12205,39506,12003
14,59902,12130,39307,10939
15,62099,12077,40449,10652
16,63062,12122,41332,11131
17,61704,12193,40312,10684
18,62012,11977,39834,11309
19,61023,11598,39512,11088
20,28262,5730,0,0
21,40,0,0,0
22,42,0,0,0
23,42,0,0,0
24,39,0,0,0
25,40,0,0,0
26,40,0,0,0
27,42,0,0,0
28,41,0,0,0
29,40,1,0,0
30,40,0,0,0
