timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,504552,7554456,0,2681584
2,504556,7554456,0,2681584
3,504568,7554456,0,2681584
4,504568,7554456,0,2681584
5,504568,7554456,0,2681588
6,504568,7554456,0,2681588
7,504568,7554456,0,2681588
8,504568,7554456,0,2681588
9,504572,7554456,0,2681588
10,504572,7554456,0,2681588
11,504572,7554456,0,2682780
12,504572,7554456,0,2682936
13,504572,7554456,0,2682936
14,504572,7554456,0,2682936
15,504572,7554456,0,2682936
16,504572,7554456,0,0
17,504572,7554456,0,0
18,504572,7554456,0,0
19,504572,7554456,0,0
20,504572,7554456,0,0
21,504572,7554456,0,0
22,504572,7554456,0,0
23,504572,7554456,0,0
24,504572,7554456,0,0
25,504572,7554456,0,0
26,504572,7554456,0,0
27,504572,7554456,0,0
28,504572,7554456,0,0
29,504572,7554456,0,0
30,504572,7554456,0,0
