timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1942,360,1169,391
2,71188,11190,52291,11562
3,71321,11222,52377,11264
4,73548,11334,57354,11620
5,71449,11335,54097,11484
6,70124,11489,52057,12334
7,71421,11738,52754,11232
8,69948,11452,51397,11665
9,72385,11946,53923,11285
10,71573,11958,53081,11804
11,71334,11535,53316,11113
12,71898,11783,54572,12336
13,73825,11324,57104,11678
14,72405,11920,53239,12327
15,72676,12647,53527,12881
16,72141,12433,54823,11920
17,73727,12386,57239,12666
18,70845,12111,52325,11569
19,71715,12251,52887,12177
20,72224,12622,53602,12616
21,18853,3489,0,0
22,28,0,0,0
23,26,0,0,0
24,27,0,0,0
25,26,0,0,0
26,26,0,0,0
27,28,0,0,0
28,26,0,0,0
29,27,0,0,0
30,26,0,0,0
