timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1402,391,771,319
2,33503,8143,26659,6465
3,34150,8129,25797,5992
4,33962,7980,25332,6621
5,32724,7812,24761,6238
6,33763,8078,26027,6365
7,33626,7823,26130,6107
8,33708,8091,25964,6971
9,34225,7809,25442,6290
10,33795,8332,25730,6380
11,34160,8015,26439,6107
12,32994,7996,25911,6542
13,33319,8269,26393,6341
14,33788,8292,26237,6020
15,8963,2217,0,0
16,44,0,0,0
17,44,0,0,0
18,45,0,0,0
19,44,0,0,0
20,46,0,0,0
21,44,0,0,0
22,45,0,0,0
23,45,0,0,0
24,44,0,0,0
25,46,0,0,0
26,44,0,0,0
27,44,1,0,0
28,45,0,0,0
29,44,0,0,0
30,46,0,0,0
