timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,778,1179,1353,1670,202,2751,764,317
2,956,1530,2731,4255,217,5799,995,497
3,971,1564,2803,4603,230,7147,1016,517
4,1090,1843,3147,5287,221,6455,1151,590
5,1039,1756,3113,4823,234,5667,1100,571
6,995,1642,3467,6419,244,10951,1070,623
7,955,1541,2839,4615,234,5619,1003,517
8,964,1628,2895,4021,235,7379,1016,530
9,776,1163,1310,1481,219,1771,763,307
10,784,1167,1306,1498,219,1764,763,308
11,775,1174,1333,1497,221,1678,766,310
12,783,1182,1338,1523,221,1716,768,313
13,784,1192,1345,1551,132,1882,771,315
14,785,1169,1324,1536,120,1719,765,312
15,777,1191,1383,3459,194,6899,777,346
16,774,1183,1328,1604,214,2775,767,314
17,781,1185,1354,1517,220,1978,772,315
18,777,1187,1339,1575,203,2257,770,316
19,784,1193,1368,1516,214,1692,777,316
20,792,1186,1342,1539,231,1704,776,313
21,784,1193,1362,1615,208,2709,780,318
22,793,1192,1376,1564,104,1935,780,314
23,793,1209,1368,1564,231,1844,781,318
24,793,1199,1381,1610,221,2265,784,318
25,805,1220,1449,1744,233,2361,795,326
26,787,1209,1385,1584,227,1816,781,319
27,795,1209,1403,1837,235,3101,788,324
28,790,1190,1361,1561,92,2049,779,315
29,801,1219,1437,1731,214,2323,791,324
30,798,1209,1405,1665,236,2439,788,322
