timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,3971,4164304309,3971.0,3971.390,0.003971
2,4063,4260782777,4063.0,4063.399,0.004063
3,4135,4336287665,4135.0,4135.406,0.004135
4,3176,3330604504,3176.0,3176.312,0.003176
5,2664,2793680856,2664.0,2664.262,0.002664
6,2633,2761171807,2633.0,2633.259,0.002633
7,2842,2980345718,2842.0,2842.279,0.002842
8,2042,2141402518,2042.0,2042.201,0.002042
9,1734,1818409386,1734.0,1734.170,0.001734
10,1737,1821555423,1737.0,1737.171,0.001737
11,1747,1832042213,1747.0,1747.172,0.001747
12,1764,1849869756,1764.0,1764.173,0.001764
13,1776,1862453904,1776.0,1776.174,0.001776
14,1774,1860356546,1774.0,1774.174,0.001774
15,1754,1839382966,1754.0,1754.172,0.001754
16,1766,1851967114,1766.0,1766.173,0.001766
17,1754,1839382966,1754.0,1754.172,0.001754
18,1755,1840431645,1755.0,1755.172,0.001755
19,1748,1833090892,1748.0,1748.172,0.001748
20,1720,1803727880,1720.0,1720.169,0.001720
21,1740,1824701460,1740.0,1740.171,0.001740
22,1747,1832042213,1747.0,1747.172,0.001747
23,1737,1821555423,1737.0,1737.171,0.001737
24,1766,1851967114,1766.0,1766.173,0.001766
25,1755,1840431645,1755.0,1755.172,0.001755
26,1764,1849869756,1764.0,1764.173,0.001764
27,1771,1857210509,1771.0,1771.174,0.001771
28,1764,1849869756,1764.0,1764.173,0.001764
29,1777,1863502583,1777.0,1777.175,0.001777
30,1739,1823652781,1739.0,1739.171,0.001739
