timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1401,227,1959,173
2,70689,10745,139704,9815
3,71129,11019,141211,9998
4,70712,11165,140123,10045
5,70663,10975,138218,10018
6,71528,11252,141918,10230
7,70283,11297,139460,10149
8,71550,11351,141870,10174
9,71725,11750,142301,10273
10,71294,11519,141651,10260
11,71357,11611,140279,10368
12,71572,11849,142016,10612
13,71305,11671,142010,10649
14,71389,11671,142291,10404
15,71236,12023,142152,10693
16,71347,11906,140777,10650
17,69956,11955,137843,11050
18,70360,12578,138825,11278
19,71413,12308,141145,11317
20,71248,12248,139720,11029
21,71229,12434,140887,11294
22,50493,8827,98519,7762
23,26,0,0,0
24,26,0,0,0
25,28,0,0,0
26,26,0,0,0
27,26,0,0,0
28,26,0,0,0
29,26,0,0,0
30,28,0,0,0
