timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,810,1043,1481,2563,63,2699,762,303
2,639,1052,1627,3143,69,3551,690,341
3,746,1044,1101,1113,57,1127,658,336
4,608,982,1093,1113,57,1116,545,344
5,381,998,1082,1115,65,1124,472,288
6,557,915,1100,1121,58,1129,527,266
7,695,1030,1103,1115,67,1116,681,270
8,848,1055,1105,1114,59,1115,699,356
9,810,1038,1102,1110,58,1110,666,352
10,548,980,1065,1106,63,1110,616,248
11,562,875,1048,1108,65,1118,549,275
12,690,1030,1089,1105,59,1107,644,319
13,455,1071,1105,1113,55,1114,529,359
14,446,1027,1105,1112,59,1118,515,315
15,708,1036,1096,1107,62,1110,704,239
16,570,972,1105,1118,65,1120,523,272
17,356,933,1103,1113,61,1119,469,306
18,548,990,1093,1115,56,1115,572,337
19,618,1038,1097,1117,55,1119,583,350
20,471,1003,1105,1126,58,1128,543,315
21,690,916,1039,1080,164,1083,644,232
22,542,981,1104,1121,54,1121,553,273
23,450,983,1077,1117,61,1136,528,310
24,507,1019,1101,1119,59,1121,540,313
25,680,882,1041,1062,92,1372,644,202
26,515,879,1073,1102,61,1105,545,261
27,552,814,1100,1125,58,1125,542,227
28,550,985,1085,1113,64,1128,555,321
29,624,990,1093,1114,66,1120,570,308
30,571,1005,1098,1112,54,1113,589,308
