timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,723,236,1245,300
2,14764,5169,36327,5722
3,14988,5173,36060,5862
4,14923,4950,37259,6009
5,14664,5112,36130,5700
6,14957,4877,36019,5755
7,14932,5155,37341,6027
8,15125,5140,36699,5928
9,15133,5184,37491,5673
10,14904,4780,35643,6127
11,15087,5083,35933,5815
12,14748,5254,37232,5802
13,14968,5240,37085,6017
14,14918,5278,37088,6025
15,15176,2782,0,0
16,15181,7,0,0
17,15190,10,0,0
18,15208,5,0,0
19,15190,1,0,0
20,15198,3,0,0
21,15226,3,0,0
22,15221,3,0,0
23,15216,3,0,0
24,15226,2,0,0
25,15214,2,0,0
26,15208,1,0,0
27,15210,4,0,0
28,15220,3,0,0
29,15223,0,0,0
30,15223,4,0,0
