timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,926,1256,1832,2515,95,4083,960,254
2,922,1239,1839,2945,121,4891,959,260
3,917,1188,1651,2265,117,4599,943,214
4,1061,1594,2565,3689,102,5235,1133,391
5,1127,1632,2577,3951,137,7571,1194,391
6,1113,1594,2553,3791,121,6623,1176,377
7,1311,1978,3135,5019,128,10279,1400,505
8,1199,1912,3063,4547,123,9007,1306,497
9,1150,1694,2749,3915,136,6531,1231,406
10,1290,1946,2967,4279,155,6979,1369,468
11,1158,1658,2659,4819,121,5955,1225,408
12,1174,1751,2837,3985,187,5367,1258,425
13,1095,1292,1662,2203,440,4135,1102,178
14,1077,1296,1726,3449,190,5607,1089,212
15,1091,1313,1838,2127,200,3583,1107,195
16,1080,1285,1618,2049,306,3047,1086,174
17,1098,1324,1858,2093,98,3555,1117,206
18,1083,1290,1668,2089,375,3449,1090,178
19,1091,1296,1662,2009,403,2821,1101,175
20,1094,1318,1632,2099,418,3655,1103,178
21,1085,1299,1724,2205,302,3421,1095,185
22,1084,1292,1664,2055,416,4423,1093,179
23,1098,1313,1819,2251,91,4131,1116,196
24,1099,1335,1675,2023,387,3303,1115,186
25,1089,1305,1731,2379,428,4223,1101,195
26,1096,1307,1678,2161,325,3077,1102,183
27,1090,1301,1679,2133,405,3633,1100,179
28,1101,1302,1620,2099,399,3391,1107,173
29,1089,1306,1690,2193,240,3899,1097,187
30,1091,1310,1752,2343,109,4703,1104,192
