timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1502,328,1020,502
2,70654,11121,66379,19163
3,69661,11284,62835,19560
4,69640,10996,62909,19041
5,68440,11091,61485,19607
6,71060,11348,64678,19662
7,70638,11027,64665,18550
8,70761,11033,63990,19078
9,71301,11385,65213,18790
10,70434,11285,63444,19545
11,69202,11107,61113,19486
12,71607,11095,66084,19482
13,70538,11265,63622,19584
14,71233,10895,65133,18658
15,68687,11296,61382,19598
16,70662,11245,63254,19665
17,69506,11393,62993,19223
18,70757,11478,63767,19487
19,68406,11531,61416,19195
20,10667,1918,0,0
21,26,0,0,0
22,27,0,0,0
23,26,0,0,0
24,26,0,0,0
25,28,0,0,0
26,26,0,0,0
27,27,0,0,0
28,26,0,0,0
29,26,0,0,0
30,28,0,0,0
