timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,42654,5595095796,42654.0,5335.899,0.042654
2,45045,5908732830,45045.0,5635.007,0.045045
3,43504,5706593696,43504.0,5442.232,0.043504
4,39121,5131658054,39121.0,4893.930,0.039121
5,38518,5052560132,38518.0,4818.497,0.038518
6,37094,4865768356,37094.0,4640.358,0.037094
7,37579,4929387746,37579.0,4701.030,0.037579
8,37706,4946046844,37706.0,4716.918,0.037706
9,35462,4651692388,35462.0,4436.200,0.035462
10,31578,4142212572,31578.0,3950.322,0.031578
11,38215,5012814410,38215.0,4780.592,0.038215
12,31766,4166873284,31766.0,3973.840,0.031766
13,35866,4704686684,35866.0,4486.739,0.035866
14,36126,4738791924,36126.0,4519.264,0.036126
15,33492,4393279608,33492.0,4189.758,0.033492
16,38131,5001795794,38131.0,4770.084,0.038131
17,37466,4914565084,37466.0,4686.894,0.037466
18,34267,4494939458,34267.0,4286.708,0.034267
19,36845,4833106030,36845.0,4609.209,0.036845
20,6046,793078004,6046.0,756.338,0.006046
21,6113,801866662,6113.0,764.720,0.006113
22,6130,804096620,6130.0,766.846,0.006130
23,6029,790848046,6029.0,754.211,0.006029
24,6179,810524146,6179.0,772.976,0.006179
25,6122,803047228,6122.0,765.846,0.006122
26,6057,794520918,6057.0,757.714,0.006057
27,6168,809081232,6168.0,771.600,0.006168
28,6210,814590540,6210.0,776.854,0.006210
29,6113,801866662,6113.0,764.720,0.006113
30,6101,800292574,6101.0,763.218,0.006101
