timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,285,359,452,520,255,984,300,40
2,284,356,389,488,252,511,298,33
3,278,316,373,408,250,951,285,27
4,342,486,575,759,254,1082,358,82
5,377,540,655,1081,291,1565,409,93
6,395,572,720,2087,295,5463,429,174
7,382,530,617,1149,294,1543,406,86
8,331,472,624,862,290,1261,364,77
9,316,369,446,647,288,669,327,34
10,320,399,433,519,287,523,335,37
11,317,379,443,525,288,1067,330,36
12,327,386,439,483,285,503,338,33
13,324,382,422,451,290,526,335,29
14,326,408,530,861,293,940,345,50
15,323,372,433,592,289,910,333,33
16,322,379,423,538,291,1186,332,33
17,330,406,471,795,292,926,346,43
18,321,400,436,488,288,584,336,36
19,325,397,463,524,287,554,339,38
20,325,394,458,497,289,556,339,36
21,328,411,458,622,286,936,346,42
22,324,388,425,508,285,552,336,32
23,324,385,430,535,292,540,336,31
24,320,369,421,466,288,552,328,27
25,318,404,507,553,291,684,336,43
26,318,364,437,531,284,544,326,29
27,321,369,426,444,289,496,329,28
28,328,399,479,531,293,570,342,37
29,327,398,444,544,289,809,342,37
30,327,382,427,486,290,554,336,28
