timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,59,7,1465,4
2,5879,17,121384,8
3,5759,27,119887,22
4,5895,17,123106,21
5,5637,28,122412,21
6,5778,15,120436,10
7,5632,37,121116,18
8,5685,33,120693,12
9,5840,18,119277,9
10,5812,28,120818,11
11,5624,61,120408,26
12,5644,36,123227,14
13,5778,38,120939,9
14,5611,30,121232,11
15,5704,25,117218,5
16,5685,17,121623,8
17,5861,11,120352,7
18,5797,29,119644,8
19,5783,22,120654,8
20,5864,17,119664,7
21,5742,13,119755,16
22,5710,38,120742,3
23,5655,32,120624,12
24,3253,4,0,0
25,26,0,0,0
26,26,0,0,0
27,28,0,0,0
28,26,0,0,0
29,26,0,0,0
30,26,0,0,0
