timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,414944,8476524,0,103016
2,414944,8476524,0,103016
3,414944,8476524,0,103016
4,414944,8476524,0,103024
5,414920,8476524,0,103036
6,414920,8476524,0,103052
7,414920,8476524,0,103060
8,414924,8476524,0,103060
9,414924,8476524,0,103060
10,414924,8476524,0,103104
11,414924,8476524,0,103108
12,414924,8476524,0,103124
13,414924,8476524,0,103128
14,414924,8476524,0,103128
15,414924,8476524,0,103128
16,414924,8476524,0,103128
17,414924,8476524,0,103132
18,414928,8476524,0,103136
19,414928,8476524,0,103136
20,415172,8476524,0,103140
21,415528,8476524,0,0
22,415868,8476524,0,0
23,415860,8476524,0,0
24,415860,8476524,0,0
25,415860,8476524,0,0
26,415860,8476524,0,0
27,415860,8476524,0,0
28,415860,8476524,0,0
29,415880,8476524,0,0
30,419580,8476524,0,0
