timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,2547,18303,2044927,2717695,168,4988927,106455,364279
2,3183,16127,2050047,2469887,296,5369855,110958,368038
3,2195,7283,1079295,2303999,168,5545983,92611,329232
4,4539,1020927,2086911,2303999,170,2904063,165077,458311
5,2465,1005567,2050047,2105343,325,2498559,122798,368356
6,4763,1019903,2077695,2109439,293,2906111,153324,424753
7,5527,1016319,2059263,2109439,181,2500607,135895,382857
8,7703,1013247,2093055,2109439,175,2729983,150275,443835
9,3415,1009151,2086911,2281471,227,2502655,139886,426274
10,9727,33151,2082815,2277375,209,2904063,133174,397183
11,7671,21743,2083839,2301951,171,2904063,128803,399852
12,10791,1038847,2072575,2887679,480,2920447,180909,466956
13,45119,47135,1270783,2736127,42304,2916351,75280,215614
14,45663,46623,1688575,3764223,43840,3846143,85079,279607
15,45407,46719,486911,4427775,43456,5439487,70465,273260
16,43231,45663,477183,3919871,40896,4374527,65020,225173
17,43455,44959,1471487,3934207,39968,4227071,78167,270011
18,43615,44831,936447,2580479,40576,3741695,66667,187015
19,43775,44767,876031,2521087,41216,3747839,62054,185532
20,44063,45215,1103871,5545983,41696,5566463,77523,310788
21,43263,45471,922111,2332671,40256,2916351,67530,189802
22,43135,44607,2119679,4784127,40000,4804607,89980,320179
23,44159,45279,1050623,2924543,41568,4018175,71493,213389
24,43295,44703,1290239,3950591,41024,4378623,73496,255358
25,43391,44895,1265663,3835903,40032,5591039,74789,270128
26,43903,45311,472063,2922495,41696,5533695,64876,221660
27,42847,45183,899583,2930687,39712,3969023,69776,202114
28,43647,44895,1651711,3903487,39776,5709823,81985,284526
29,43551,44735,1297407,3000319,41600,5566463,79159,284938
30,43199,45087,506879,3741695,41632,3889151,67788,239853
