timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,521192,7545444,0,628712
2,521196,7545444,0,628712
3,521304,7545444,0,628712
4,521312,7545444,0,628716
5,521312,7545444,0,628716
6,521320,7545444,0,628724
7,521324,7545444,0,628724
8,521324,7545444,0,628732
9,521324,7545444,0,628732
10,521324,7545444,0,628732
11,521328,7545444,0,628732
12,521328,7545444,0,628796
13,521328,7545444,0,628800
14,521332,7545444,0,628800
15,521332,7545444,0,628928
16,521336,7545444,0,628928
17,521336,7545444,0,628928
18,521352,7545444,0,628932
19,521368,7545444,0,628932
20,521368,7545444,0,629944
21,521368,7545444,0,0
22,521368,7545444,0,0
23,521368,7545444,0,0
24,521368,7545444,0,0
25,521368,7545444,0,0
26,521368,7545444,0,0
27,521368,7545444,0,0
28,521368,7545444,0,0
29,521368,7545444,0,0
30,521368,7545444,0,0
