timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1614,377,948,291
2,64391,12656,46754,12869
3,63791,12472,47334,13559
4,64798,12551,47647,12823
5,63710,12485,46766,12660
6,63803,12450,45687,13867
7,65004,12556,47765,14312
8,65056,12716,48393,14134
9,64750,12785,47498,13246
10,63526,12590,45993,13249
11,64601,12325,47633,13524
12,63474,12973,44778,13266
13,64711,12722,47166,13157
14,63023,12717,45110,13799
15,65273,12548,47639,13796
16,64634,12455,46914,13265
17,63916,12490,44554,13252
18,63029,12913,44983,13966
19,65082,12946,46617,13659
20,62876,12953,44127,14067
21,18005,3386,0,0
22,43,0,0,0
23,41,0,0,0
24,41,0,0,0
25,41,0,0,0
26,41,0,0,0
27,43,0,0,0
28,41,0,0,0
29,42,1,0,0
30,41,0,0,0
