timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,1616,847414240,1616.0,808.157,0.001616
2,1149,602524110,1149.0,574.612,0.001149
3,1234,647097260,1234.0,617.120,0.001234
4,1071,561621690,1071.0,535.604,0.001071
5,1055,553231450,1055.0,527.603,0.001055
6,1088,570536320,1088.0,544.106,0.001088
7,1296,679609440,1296.0,648.126,0.001296
8,1245,652865550,1245.0,622.621,0.001245
9,1250,655487500,1250.0,625.122,0.001250
10,1227,643426530,1227.0,613.619,0.001227
11,1317,690621630,1317.0,658.628,0.001317
12,1290,676463100,1290.0,645.125,0.001290
13,1258,659682620,1258.0,629.122,0.001258
14,1187,622450930,1187.0,593.615,0.001187
15,1272,667024080,1272.0,636.124,0.001272
16,1181,619304590,1181.0,590.615,0.001181
17,1216,637658240,1216.0,608.118,0.001216
18,1265,663353350,1265.0,632.623,0.001265
19,1255,658109450,1255.0,627.622,0.001255
20,1398,733097220,1398.0,699.136,0.001398
21,1244,652341160,1244.0,622.121,0.001244
22,1179,618255810,1179.0,589.615,0.001179
23,1330,697438700,1330.0,665.129,0.001330
24,1275,668597250,1275.0,637.624,0.001275
25,1452,761414280,1452.0,726.141,0.001452
26,1215,637133850,1215.0,607.618,0.001215
27,1255,658109450,1255.0,627.622,0.001255
28,1262,661780180,1262.0,631.123,0.001262
29,1334,699536260,1334.0,667.130,0.001334
30,1392,729950880,1392.0,696.135,0.001392
