timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,52340,6865647160,52340.0,6547.591,0.052340
2,54028,7087068872,54028.0,6758.756,0.054028
3,53724,7047191976,53724.0,6720.726,0.053724
4,43651,5725876274,43651.0,5460.621,0.043651
5,40521,5315301654,40521.0,5069.067,0.040521
6,37874,4968084076,37874.0,4737.934,0.037874
7,37544,4924796656,37544.0,4696.652,0.037544
8,37885,4969526990,37885.0,4739.310,0.037885
9,35521,4659431654,35521.0,4443.580,0.035521
10,38119,5000221706,38119.0,4768.583,0.038119
11,13561,1778850614,13561.0,1696.444,0.013561
12,6224,816426976,6224.0,778.605,0.006224
13,6251,819968674,6251.0,781.983,0.006251
14,6233,817607542,6233.0,779.731,0.006233
15,6147,806326578,6147.0,768.973,0.006147
16,6239,818394586,6239.0,780.482,0.006239
17,6221,816033454,6221.0,778.230,0.006221
18,6146,806195404,6146.0,768.848,0.006146
19,6318,828757332,6318.0,790.365,0.006318
20,6243,818919282,6243.0,780.982,0.006243
21,6197,812885278,6197.0,775.228,0.006197
22,6187,811573538,6187.0,773.977,0.006187
23,6123,803178402,6123.0,765.971,0.006123
24,6255,820493370,6255.0,782.483,0.006255
25,6175,809999450,6175.0,772.476,0.006175
26,5945,779829430,5945.0,743.703,0.005945
27,6151,806851274,6151.0,769.473,0.006151
28,6105,800817270,6105.0,763.719,0.006105
29,6185,811311190,6185.0,773.727,0.006185
30,6141,805539534,6141.0,768.222,0.006141
